Sample No. – No. d’échantillon,Region - Région,Function,Fonction,Origin,Origine,Product,Produit,Date Sampled – Date d’échantillonage,Type of Test,Type d’analyse,Component,Composant,Result - Résultat,Unit - Unité,Plan Code - Code du régime,,,
C2013COUM00371,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,07-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.6,µg/g,2013_TS020,,,
C2013COUM00372,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.5,µg/g,2013_TS020,,,
C2013COUM00373,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.7,µg/g,2013_TS020,,,
C2013COUM00374,QUEBEC,Domestic,Domestique,CANADA,CANADA,Granola/Cereal Bar,Barre Granola/de céréales,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.7,µg/g,2013_TS020,,,
C2013COUM00375,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,06-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1290,µg/g,2013_TS020,,,
C2013COUM00376,QUEBEC,Domestic,Domestique,CANADA,CANADA,Tea - Herbal,Thé - Herbal,05-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,549,µg/g,2013_TS020,,,
C2013COUM00377,QUEBEC,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Tea - Black,Thé - Noir,07-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.1,µg/g,2013_TS020,,,
C2013COUM00378,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,11-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.1,µg/g,2013_TS020,,,
C2013COUM00379,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.1,µg/g,2013_TS020,,,
C2013COUM00380,QUEBEC,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,19.5,µg/g,2013_TS020,,,
C2013COUM00381,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,44.7,µg/g,2013_TS020,,,
C2013COUM00382,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,17.7,µg/g,2013_TS020,,,
C2013COUM00383,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,17.3,µg/g,2013_TS020,,,
C2013COUM00384,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.6,µg/g,2013_TS020,,,
C2013COUM00385,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Oatmeal,Flocons d'avoine,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.3,µg/g,2013_TS020,,,
C2013COUM00386,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,29-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00387,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.9,µg/g,2013_TS020,,,
C2013COUM00388,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.7,µg/g,2013_TS020,,,
C2013COUM00389,QUEBEC,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.8,µg/g,2013_TS020,,,
C2013COUM00390,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Cookie,Biscuits,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.4,µg/g,2013_TS020,,,
C2013COUM00391,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,29-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00392,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,75.7,µg/g,2013_TS020,,,
C2013COUM00393,QUEBEC,Import,Importé,FRANCE,FRANCE,Dried mixes,Mélanges sec,20-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.9,µg/g,2013_TS020,,,
C2013COUM00394,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,58.4,µg/g,2013_TS020,,,
C2013COUM00395,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,167,µg/g,2013_TS020,,,
C2013COUM00396,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Black,Thé - Noir,26-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,241,µg/g,2013_TS020,,,
C2013COUM00397,QUEBEC,Domestic,Domestique,CANADA,CANADA,Tea - Herbal,Thé - Herbal,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,125,µg/g,2013_TS020,,,
C2013COUM00398,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Herbal,Thé - Herbal,27-Jun-13,COUMARIN,COUMARIN,Coumarin,La coumarine,754,µg/g,2013_TS020,,,
C2013COUM00399,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,18,µg/g,2013_TS020,,,
C2013COUM00400,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,9.7,µg/g,2013_TS020,,,
C2013COUM00401,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Bakery Product - Bagel,Pain - Bagel,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,25.9,µg/g,2013_TS020,,,
C2013COUM00402,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2,µg/g,2013_TS020,,,
C2013COUM00403,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00404,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.7,µg/g,2013_TS020,,,
C2013COUM00405,QUEBEC,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.7,µg/g,2013_TS020,,,
C2013COUM00406,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Infant Food - Cereal,Céréales - Nourrissons,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.5,µg/g,2013_TS020,,,
C2013COUM00407,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00408,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.2,µg/g,2013_TS020,,,
C2013COUM00409,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.7,µg/g,2013_TS020,,,
C2013COUM00410,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.6,µg/g,2013_TS020,,,
C2013COUM00411,QUEBEC,Domestic,Domestique,CANADA,CANADA,Spice - Mixed,mélanges d'épices,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,376,µg/g,2013_TS020,,,
C2013COUM00412,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,688,µg/g,2013_TS020,,,
C2013COUM00413,QUEBEC,Domestic,Domestique,CANADA,CANADA,Spice - Mixed,mélanges d'épices,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,720,µg/g,2013_TS020,,,
C2013COUM00414,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,255,µg/g,2013_TS020,,,
C2013COUM00415,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,25-Jul-13,COUMARIN,COUMARIN,Coumarin,La coumarine,347,µg/g,2013_TS020,,,
C2013COUM00416,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.9,µg/g,2013_TS020,,,
C2013COUM00417,QUEBEC,Domestic,Domestique,CANADA,CANADA,Oatmeal,Flocons d'avoine,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,51.8,µg/g,2013_TS020,,,
C2013COUM00418,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.3,µg/g,2013_TS020,,,
C2013COUM00419,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Infant Food - Cereal,Céréales - Nourrissons,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2,µg/g,2013_TS020,,,
C2013COUM00420,QUEBEC,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,01-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.3,µg/g,2013_TS020,,,
C2013COUM00421,QUEBEC,Domestic,Domestique,CANADA,CANADA,Spice - Mixed,mélanges d'épices,01-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1140,µg/g,2013_TS020,,,
C2013COUM00422,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,28-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,935,µg/g,2013_TS020,,,
C2013COUM00423,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,627,µg/g,2013_TS020,,,
C2013COUM00424,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Black,Thé - Noir,27-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,134,µg/g,2013_TS020,,,
C2013COUM00425,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,27-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,457,µg/g,2013_TS020,,,
C2013COUM00426,QUEBEC,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Tea - Black,Thé - Noir,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,26.6,µg/g,2013_TS020,,,
C2013COUM00427,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1470,µg/g,2013_TS020,,,
C2013COUM00428,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Tea - Black,Thé - Noir,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,165,µg/g,2013_TS020,,,
C2013COUM00429,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Black,Thé - Noir,26-Aug-13,COUMARIN,COUMARIN,Coumarin,La coumarine,386,µg/g,2013_TS020,,,
C2013COUM00430,QUEBEC,Domestic,Domestique,CANADA,CANADA,Baked Goods,Produits de boulangerie,27-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,20.2,µg/g,2013_TS020,,,
C2013COUM00431,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.3,µg/g,2013_TS020,,,
C2013COUM00432,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,10-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.9,µg/g,2013_TS020,,,
C2013COUM00433,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.4,µg/g,2013_TS020,,,
C2013COUM00434,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,27-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,13.7,µg/g,2013_TS020,,,
C2013COUM00435,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.5,µg/g,2013_TS020,,,
C2013COUM00436,QUEBEC,Domestic,Domestique,CANADA,CANADA,Bakery Product - Bagel,Pain - Bagel,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,14,µg/g,2013_TS020,,,
C2013COUM00437,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,27-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,11.5,µg/g,2013_TS020,,,
C2013COUM00438,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00439,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Children,Céréales - Enfants,27-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00440,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,6,µg/g,2013_TS020,,,
C2013COUM00441,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Infant Food - Cereal,Céréales - Nourrissons,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.7,µg/g,2013_TS020,,,
C2013COUM00442,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Infant Food - Cereal,Céréales - Nourrissons,28-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.3,µg/g,2013_TS020,,,
C2013COUM00443,QUEBEC,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,10-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00444,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,10-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00445,QUEBEC,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Tea - Black,Thé - Noir,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7,µg/g,2013_TS020,,,
C2013COUM00446,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Granola/Cereal Bar,Barre Granola/de céréales,27-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.8,µg/g,2013_TS020,,,
C2013COUM00447,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Tea - Black,Thé - Noir,27-Sep-13,COUMARIN,COUMARIN,Coumarin,La coumarine,352,µg/g,2013_TS020,,,
C2013COUM00448,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,26-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.9,µg/g,2013_TS020,,,
C2013COUM00449,QUEBEC,Domestic,Domestique,CANADA,CANADA,Bakery Product - Bagel,Pain - Bagel,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,10.7,µg/g,2013_TS020,,,
C2013COUM00450,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,26-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.9,µg/g,2013_TS020,,,
C2013COUM00451,QUEBEC,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,26-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,43.8,µg/g,2013_TS020,,,
C2013COUM00452,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.3,µg/g,2013_TS020,,,
C2013COUM00453,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.3,µg/g,2013_TS020,,,
C2013COUM00454,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.4,µg/g,2013_TS020,,,
C2013COUM00455,QUEBEC,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,27-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.6,µg/g,2013_TS020,,,
C2013COUM00456,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Infant Food - Cereal,Céréales - Nourrissons,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.1,µg/g,2013_TS020,,,
C2013COUM00457,QUEBEC,Domestic,Domestique,CANADA,CANADA,Bakery Product - Cookie,Biscuits,26-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,7.6,µg/g,2013_TS020,,,
C2013COUM00458,QUEBEC,Import,Importé,UNITED KINGDOM,ROYAUME-UNI,Spice - Mixed,mélanges d'épices,27-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0,µg/g,2013_TS020,,,
C2013COUM00459,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Dried mixes,Mélanges sec,01-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,23.7,µg/g,2013_TS020,,,
C2013COUM00460,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Granola/Cereal Bar,Barre Granola/de céréales,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5.6,µg/g,2013_TS020,,,
C2013COUM00461,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,65.9,µg/g,2013_TS020,,,
C2013COUM00462,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,275,µg/g,2013_TS020,,,
C2013COUM00463,QUEBEC,Domestic,Domestique,CANADA,CANADA,Spice - Mixed,mélanges d'épices,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,44.8,µg/g,2013_TS020,,,
C2013COUM00464,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,184,µg/g,2013_TS020,,,
C2013COUM00465,QUEBEC,Import,Importé,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,25-Oct-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1450,µg/g,2013_TS020,,,
C2013COUM00466,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baked Goods,Produits de boulangerie,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,47.4,µg/g,2013_TS020,,,
C2013COUM00467,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.1,µg/g,2013_TS020,,,
C2013COUM00468,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,01-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,20.2,µg/g,2013_TS020,,,
C2013COUM00469,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,01-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.1,µg/g,2013_TS020,,,
C2013COUM00470,QUEBEC,Domestic,Domestique,CANADA,CANADA,Baking Mixes,Mélange à pâte,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,17.4,µg/g,2013_TS020,,,
C2013COUM00471,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,8.7,µg/g,2013_TS020,,,
C2013COUM00472,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,17.7,µg/g,2013_TS020,,,
C2013COUM00473,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bread - Other,Pain - Autre,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,15.9,µg/g,2013_TS020,,,
C2013COUM00474,QUEBEC,Domestic,Domestique,CANADA,CANADA,Bakery Product - Bread,Pain,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,5,µg/g,2013_TS020,,,
C2013COUM00475,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.7,µg/g,2013_TS020,,,
C2013COUM00476,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1,µg/g,2013_TS020,,,
C2013COUM00477,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.3,µg/g,2013_TS020,,,
C2013COUM00478,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1.6,µg/g,2013_TS020,,,
C2013COUM00479,QUEBEC,Domestic,Domestique,CANADA,CANADA,Cereal - Adult,Céréales - Adultes,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,4.9,µg/g,2013_TS020,,,
C2013COUM00480,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,2.4,µg/g,2013_TS020,,,
C2013COUM00481,QUEBEC,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,0.7,µg/g,2013_TS020,,,
C2013COUM00482,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,54.8,µg/g,2013_TS020,,,
C2013COUM00483,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Spice - Mixed,mélanges d'épices,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,139,µg/g,2013_TS020,,,
C2013COUM00484,QUEBEC,Domestic,Domestique,CANADA,CANADA,Tea - White,Thé - Blanc,27-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,11.2,µg/g,2013_TS020,,,
C2013COUM00485,QUEBEC,Domestic,Domestique,CANADA,CANADA,Tea - Herbal,Thé - Herbal,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,510,µg/g,2013_TS020,,,
C2013COUM00486,QUEBEC,Domestic,Domestique,CANADA,CANADA,Tea - Herbal,Thé - Herbal,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,204,µg/g,2013_TS020,,,
C2013COUM00487,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Tea - Herbal,Thé - Herbal,26-Nov-13,COUMARIN,COUMARIN,Coumarin,La coumarine,317,µg/g,2013_TS020,,,
C2013COUM00488,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Baking Mixes,Mélange à pâte,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.1,µg/g,2013_TS020,,,
C2013COUM00489,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,12.2,µg/g,2013_TS020,,,
C2013COUM00490,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Baking Mixes,Mélange à pâte,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,9.2,µg/g,2013_TS020,,,
C2013COUM00491,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Bakery Product - Bagel,Pain - Bagel,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,47.4,µg/g,2013_TS020,,,
C2013COUM00492,QUEBEC,Import,Importé,UNITED STATES,ÉTATS-UNIS,Cereal - Adult,Céréales - Adultes,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,23.1,µg/g,2013_TS020,,,
C2013COUM00493,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,3.6,µg/g,2013_TS020,,,
C2013COUM00494,QUEBEC,Unknown,Inconnu,UNKNOWN,INCONNU,Cereal - Children,Céréales - Enfants,24-Jan-14,COUMARIN,COUMARIN,Coumarin,La coumarine,2,µg/g,2013_TS020,,,
C2013COUM00495,QUEBEC,Domestic,Domestique,CANADA,CANADA,Infant Food - Cereal,Céréales - Nourrissons,21-Dec-13,COUMARIN,COUMARIN,Coumarin,La coumarine,1,µg/g,2013_TS020,,,
